row.ID,row m/z,row retention time,smiles,NPC.pathway,NPC.superclass,NPC.class,ClassyFire.most.specific.class
23238,367.0783806,11.958011,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)OC)O,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,7-O-methylated flavonoids
23243,331.1544311,11.962584,CC12C(CCC3(C1=C(C45C3CCC(C4)C(=C)C5)C(=O)O)OC2=O)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
23264,203.1788108,11.9714,CC1=CCCC(=C)C=CC(=C(C)C)CC1,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Sesquiterpenoids
23268,313.1791664,11.974659,CC(C)C1=C(C2=C(C=C1)C3(CCC4=C(C3CC2)COC4=O)C)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpene lactones
23270,283.0603101,11.975767,COC1=C2C(=C3C(=C1)C(=O)C4=CC=CC=C4C3=O)OCO2,Shikimates and Phenylpropanoids,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Benzodioxoles
23273,290.2679248,11.976559,CCCCCCCCCCCCNC(CO)(CO)CO,Fatty acids,Sphingolipids,Sphingoid bases,"1,2-aminoalcohols"
23277,201.1636631,11.97945,CC1=C2CC(CCC2(CCC1=O)C)C(=C)C,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,Guaianes
23286,511.2516644,11.9862,CCCCCCCCCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,Terpenoids,Monoterpenoids,Acyclic monoterpenoids,Terpene glycosides
23290,333.2063298,11.987817,CC1CCC2(C(C1(C)CCC3=COC=C3)CC(C=C2C(=O)O)O)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
23293,301.2160571,11.989461,CC1CCC2(C(C1(C)CCC(=CC(=O)O)C=O)CCC=C2C)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Colensane and clerodane diterpenoids
23297,151.0388797,11.98985,C1OC2=C(O1)C=C(C=C2)C=O,Shikimates and Phenylpropanoids,Meroterpenoids,Phthalide derivatives,Benzodioxoles
23298,323.0912981,11.98985,C1OC2=C(O1)C=C(C=C2)C=CC(=O)C=CC3=CC4=C(C=C3)OCO4,Shikimates and Phenylpropanoids,Lignans,Arylnaphthalene and aryltetralin lignans,Isoflavonoids
23299,335.0912267,11.98985,C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,Shikimates and Phenylpropanoids,Lignans,Arylnaphthalene and aryltetralin lignans,Arylnaphthalene lignans
23302,256.0679757,11.99207,C1(C(NC2=C(N1)C(=O)NC(=N2)N)C(=O)O)C(=O)O,Alkaloids,Pseudoalkaloids,pteridine alkaloids,Aminopyrimidines and derivatives
23303,323.089896,11.992158,COC1=CC2=C(C=C1C3=CC4=CC5=C(C=C4C=C3)OCO5)OCO2,Shikimates and Phenylpropanoids,Lignans,Arylnaphthalene and aryltetralin lignans,1-benzopyrans
23305,353.1018367,11.994773,C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,Shikimates and Phenylpropanoids,Lignans,Furofuranoid lignans,Furanoid lignans
23309,319.2266547,11.996773,CC1CCC2(C(C1(C)CCC(=CC(=O)O)C)CC(=O)C=C2C)C,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids
23314,189.0541756,11.998353,C=CC1=C(C=CC2=C1OC(=O)C=C2)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,1-benzopyrans
23315,329.175094,11.998966,CC1=CCCC2=CC(CC(=CC3C(CC1)C(=C)C(=O)O3)C)OC2=O,Terpenoids,Diterpenoids,Pseudopterane diterpenoids,Pyranones and derivatives
23318,600.2959267,11.999617,NA,Fatty acids,Eicosanoids,Prostaglandins,Gamma-glutamyl peptides
23322,319.1893386,12.002334,CC1(C(CCC2(C1CC34C2CCC(C3)C(=C)C4)C=O)O)C(=O)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Dicarboxylic acids and derivatives
23326,471.3470365,12.006115,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Triterpenoids
23328,285.0751542,12.007422,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,O-methylated flavonoids
23331,331.189272,12.006921,CC12CCCC(C1CC(=O)C3=C2C=CC(=C3)C(C)(C)O)(C)C(=O)O,Terpenoids,Diterpenoids,Podocarpane diterpenoids,Diterpene lactones
23332,335.0900295,12.011104,C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,Shikimates and Phenylpropanoids,Lignans,Arylnaphthalene and aryltetralin lignans,Arylnaphthalene lignans
23333,353.1004971,12.011104,C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,Shikimates and Phenylpropanoids,Lignans,Furofuranoid lignans,Furanoid lignans
23335,317.2109596,12.011133,CC12CCCC(C1CCC34C2CC(C(C3)(C(=C)C4)O)O)(C)C(=O)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
23338,427.1390961,12.012711,CCOC(=O)COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)OC)OCC=C)O,Shikimates and Phenylpropanoids,Flavonoids,Flavonolignans,3'-O-methylated flavonoids
23340,299.200297,12.012961,CC12CCC3C4(CCCC(C4CC(C3(C1)CC2=O)O)(C)C(=O)O)C,Terpenoids,Diterpenoids,Norkaurane diterpenoids,Diterpenoids
23343,219.1742681,12.014571,CC1=C2CC(CCC2(CCC1=O)C)C(=C)C,Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids,Sesquiterpenoids
23349,255.0648353,12.017253,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,5-hydroxyflavonoids
23360,488.2641754,12.023292,CC1=C2CC(=O)C3(CCC4C(C3C(C(C2(C)C)(CC1O)O)OC(=O)C5=CC=CC=C5)(CO4)O)C,Terpenoids,Diterpenoids,Tetracyclic diterpenoids,Tigliane and ingenane diterpenoids
23365,697.2828398,12.02504,CC1=C2C(C(C3(C(CC(C(C3C(C2(CC1OC(=O)C)C(C)(C)O)O)COC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C4=CC=CC=C4)O,Polyketides,Polyethers,Macrotetrolides,Benzene and substituted derivatives
23366,489.35781,12.025134,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1(C)O)C)C(=O)O,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Triterpenoids
23367,453.3363922,12.025265,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1O)C)C(=O)O)C,Terpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids
23368,407.3311662,12.025963,CC1CCCC2(C1C3=CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C(=O)O)O)C)C,Terpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids
23369,346.1971195,12.02598,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(C(C)C)N,Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
23372,343.1534697,12.027683,CC(=CC(=O)OC1C=C(C23CC2CCC4(C3C1OC4=O)C)C=C)C=O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpene lactones
23374,154.0029258,12.028433,CC(=CC(=O)OC)[O],Fatty acids,Fatty esters,Wax monoesters,Monocarboxylic acids and derivatives
23375,425.341696,12.028742,CC1CCCC2(C1C3=CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,Terpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids
23379,668.436917,12.02995,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C,Terpenoids,Triterpenoids,Oleanane triterpenoids,Triterpene saponins
23381,369.2036311,12.031208,C1CNCCC1C(=O)NCCN2CCN(CC2)CC3=CC=CC=C3,Alkaloids,Lysine alkaloids,Piperidine alkaloids,N-alkylpiperazines
23384,360.1798875,12.034216,CC(C)C1=CC2C3(O2)C4(CCC5=C(C4CC6C3(C1=O)O6)COC5=O)C,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpene lactones
23385,365.1955127,12.034871,CC12CCC(C(C1C(C34C2CCC(C3O)C(=C)C4)C(=O)O)(C)C(=O)O)O,Terpenoids,Diterpenoids,Cassane diterpenoids,Diterpene lactones
23391,439.1727806,12.038527,CC1=CC2C(C(CC3(C(O3)CC1OC(=O)C(=C)C)C)OC(=O)C(=C)C)C(=C)C(=O)O2,Terpenoids,Diterpenoids,Pseudopterane diterpenoids,Terpene lactones
23392,385.1646476,12.038975,CC1=CC2=CC(=C(O2)CC(CC(C3=CC(C1)OC3=O)OC(=O)C)C(=C)C)C=O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Furoic acid esters
23395,227.1640682,12.039643,COC(=O)CCCCCCC=CCCC=O,Fatty acids,Octadecanoids,Wax monoesters,Fatty acid methyl esters
23397,638.2707227,12.040001,NA,Amino acids and Peptides,Small peptides,Tripeptides,Gamma-glutamyl peptides
23398,275.2773467,12.041753,NA,Alkaloids,Ornithine alkaloids,Polyamines,Guanidines
23402,295.2268707,12.045669,CCCCCC(=O)C=CC=CCCCCCCCC(=O)O,Fatty acids,Fatty Acids and Conjugates,Other Octadecanoids,Lineolic acids and derivatives
23403,287.2369391,12.045866,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Retinoids
23404,345.238295,12.046006,CC(=CCO)CCC1C(=C)C(CC2C1(CCCC2(C)CO)C)O,Fatty acids,Fatty acyls,Fatty alcohols,Organic phosphonic acids and derivatives
23412,277.2164382,12.049155,CCCCCC(=O)C=CC=CCCCCCCCC(=O)O,Fatty acids,Octadecanoids,Other Octadecanoids,Lineolic acids and derivatives
23413,287.2355114,12.050029,CC1=C(C(CCC1)(C)C)C=CC(=CCCC(=CC=O)C)C,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Retinoids
23417,203.1790627,12.05154,CC1=CCCC(=C)C=CC(=C(C)C)CC1,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Sesquiterpenoids
23418,315.1951693,12.051682,CC1CC2C3C(CCCC3(C1(CCC4=COC=C4)O)C)(C(=O)O2)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Colensane and clerodane diterpenoids
23422,452.263685,12.054173,CC1CC(C2(C(C1(C)C3CC4C=COC4O3)CCCC25CO5)COC(=O)C)OC(=O)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
23424,353.229614,12.054713,CCCCCC(C(CC=CCCC(CCCCC(=O)O)O)O)O,Fatty acids,Fatty Acids and Conjugates,Monoacylglycerols,Fatty Acyls
23425,417.190945,12.054743,CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2=C1)C)C4=COC=C4)C)C(=O)OC,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Terpene lactones
23426,487.1027658,12.05486,COC1=CC=CC2=C1OC(=C2)C(=O)OC3=CC4=C(C=C3)C(=O)C(=CO4)OC5=CC=C(C=C5)C(=O)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,Flavones
23427,385.162656,12.05504,CC1=CC2C(C(CC3(C(O3)CC1O)C)OC(=O)C(C)C=C)C(=C)C(=O)O2,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Cyclohexenones
23431,519.1288964,12.056975,CC(=O)C1=C(C=CC(=C1)C(=O)OC)OC(=O)C2=CC=C(C=C2)C(=O)OC3=C(C=C(C=C3)C(=O)OC)C(=O)C,Shikimates and Phenylpropanoids,Flavonoids,Aurones,Hydroxycinnamic acids and derivatives
23434,269.2265712,12.05785,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Retinoids
23438,457.2188815,12.058593,CC1CC(C2(C(C1(C)C3CC4C=COC4O3)CCCC25CO5)COC(=O)C)OC(=O)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Tetrahydrofurans
23440,435.2371577,12.05966,CC1CC(C2(C(C1(C)C3CC4C=COC4O3)CCCC25CO5)COC(=O)C)OC(=O)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
23441,303.1951402,12.059784,CC12CCCC(C1CC(=O)C34C2CCC(C3)C(C4)O)(C)C(=O)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids
23453,429.1547395,12.06515,COC1=CC(=CC(=C1O)OC)C=CC(=O)CC(=O)C=CC2=CC(=C(C(=C2)OC)O)OC,Shikimates and Phenylpropanoids,Xanthones,Rotenoids,Chromones
23460,375.2160771,12.070625,CC(=O)OC1CCC(=O)C2CCC3(C(C2CCC#C1)CCC3OC(=O)C)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Furans
23464,205.1585238,12.07232,CC(=C)C1CCC(C(=C1)C(=O)C)(C)C=C,Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids,Sesquiterpenoids
23465,344.1566602,12.07265,C1=C(NC=N1)CC(C(=O)O)NCC(C(=O)O)NCCC(C(=O)O)N,Alkaloids,Pseudoalkaloids,pteridine alkaloids,Biopterins and derivatives
23469,187.1479296,12.07479,CC1=C(C2=C(C(=C(C2=C1C)C)C)C)C,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,Guaianes
23471,371.1828073,12.074883,CCC(C=CC=CCC(=O)C=CC=CC=CC(CCCC(=O)O)O)O,Fatty acids,Diterpenoids,Prostaglandins,Long-chain fatty acids
23476,297.1845482,12.077351,CC1CC2C3C(CCCC3(C1(CCC4=COC=C4)O)C)(C(=O)O2)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Colensane and clerodane diterpenoids
23478,355.1878304,12.078876,CC1CC2C3C(CCCC3(C1(CCC4=COC=C4)O)C)(C(=O)O2)C,Terpenoids,Diterpenoids,Podocarpane diterpenoids,Diterpenoids
23486,269.1898131,12.085728,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC#CC=O)C,Terpenoids,Steroids,Estrane steroids,Steroids and steroid derivatives
23487,373.1981038,12.085757,CCC=CCC(C=CC1=C(CC(C1CC=CCCCC(=O)O)O)O)O,Fatty acids,Eicosanoids,Leukotrienes,Eicosanoids
23488,357.2032574,12.08638,CC12CCCC(C1C(CC34C2CCC(C3)C(=C)C4O)O)(C)C(=O)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids
23489,345.2401294,12.087175,CC(C)(C)OC(=O)NCCCCCC(=O)NCCCCCC(=O)O,Alkaloids,Pseudoalkaloids,Polyamines,Amino acids and derivatives
23499,269.2250458,12.0963335,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Retinoids
23503,343.1538279,12.102481,CC(=CC(=O)OC1C=C(C23CC2CCC4(C3C1OC4=O)C)C=C)C=O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpene lactones
23507,435.1288148,12.103639,COC1=CC(=CC(=C1OC)OC)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,3-O-methylated flavonoids
23510,375.1799801,12.104262,CC=C(C)C(=O)OC1CC(=CCCC(=CC2C1C(=C)C(=O)O2)C)C(=O)OC,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
23512,627.1851947,12.1050415,COC1=CC=C(C=C1)C2C(C(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC(=C(C=C6)OC)OC)O)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,4'-hydroxyflavonoids
23528,343.2241087,12.112942,CC1CCC2(C(C1(C)CCC(C)CC(=O)O)CC(=O)C=C2C)C,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids
23530,360.1803563,12.114077,CC(C)C1=CC(=C2C(=C1O)C(=O)CC3C2(CCC4=C3COC4=O)C)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpene lactones
23533,205.1951609,12.116117,CC1=CCCC(=CCCC(=CCC1)C)C,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Sesquiterpenoids
23534,317.2107397,12.116208,CC12CCCC(C1CCC3=C2C=CC(=C3)C(C)(C)O)(C)C(=O)O,Terpenoids,Diterpenoids,Podocarpane diterpenoids,Diterpene lactones
23536,511.2514863,12.116636,CC(CCC(C(C)C(CC(C(C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C,Terpenoids,Sesquiterpenoids,Labdane diterpenoids,Terpene glycosides
23538,255.2104706,12.118152,CC12CCC3C(C1CC=C2)CCC4=C=CCCC34C,Terpenoids,Diterpenoids,Trinervitane diterpenoids,Diterpenoids
23539,725.1859652,12.118555,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC=C(C=C3)C4=CC(=O)C5=C(C=C(C=C5O4)O)O)OC(=O)C=CC6=CC=C(C=C6)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid-7-O-glycosides
23540,391.2085713,12.118826,C1C(C(C(C1O)C=CC(CC=CCCO)O)CC=CCCCC(=O)O)O,Fatty acids,Eicosanoids,Prostaglandins,Prostaglandins and related compounds
23543,301.2839772,12.119284,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)O,Alkaloids,Ornithine alkaloids,Polyamines,Alkanolamines
23549,352.1578858,12.1217165,CC(C(=O)NC(CCC(=O)N)C(=O)NC(C)C(=O)NC)NC=O,Carbohydrates,Aminosugars and aminoglycosides,Aminosugars,Hexoses
23554,471.2584725,12.1244,CC(CCC(C(C)C(CC(C(C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C,Terpenoids,Diterpenoids,Labdane diterpenoids,Terpene glycosides
23555,525.3039892,12.124567,CC(C(=O)NCC(=O)NCCC#C)N1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)C,Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
23556,391.3357294,12.124751,CC=CC=C1CC(C2C(=C1C)C(=C3C(C2(C)C)C(CC(=C3C)C=C)(C)C)C)(C)C,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Triterpenoids
23560,453.248395,12.126009,CC(=O)OC1CC23CC(C(C2OC(=O)C)CCC3C(C4C1(C(C(C4)O)(C)C)O)(CO)O)(C)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids
23562,287.1634895,12.126805,CC1=CC2=C(C=C1O)C3(CCC(=O)C(C3CC2=O)(C)C)C,Terpenoids,Diterpenoids,Podocarpane diterpenoids,Diterpenoids
23565,329.1747757,12.127107,CC(C)C1=CC2=C(C(=O)C1=O)C34CCCC(C3CC2OC4=O)(C)C,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpene lactones
23566,235.2048089,12.127367,C#CCCCCCCCCCCCCCC(=O)O,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Sesquiterpenoids
23567,253.2153076,12.127367,C#CCCCCCCCCCCCCCC(=O)O,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids,Long-chain fatty acids
23568,271.2258168,12.127367,C(CCCCO)CCCC(CCCCCCC(=O)O)O,Fatty acids,Fatty Acids and Conjugates,Hydroxy fatty acids,Long-chain fatty acids
23569,311.2180982,12.127367,CCCCCC(CCCCCCCC(CC(=O)O)O)O,Fatty acids,Fatty esters,Wax monoesters,Fatty acid esters
23572,267.2103043,12.127989,CC1=C(C(=C(C(=C)C1)C2=C(C(=C(CC2=C)C)C)C)C)C,Terpenoids,Diterpenoids,Guaiane sesquiterpenoids,Diterpenoids
23580,345.0962327,12.131984,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,6-O-methylated flavonoids
23582,395.0971853,12.132267,C1=CC(=CC=C1C(=O)OCC2C(C(C(C(O2)OC3=COC=CC3=O)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acid esters
23583,175.0601027,12.132869,[CH+]1C(C(C(C(C(O1)CO)O)O)O)O,Carbohydrates,Saccharides,Monosaccharides,Monosaccharides
23590,299.2003641,12.138931,CC12CCCC(C1CCC34C2=CC(C(C3)C(=C)C4)O)(C)C(=O)O,Terpenoids,Diterpenoids,Kaurane and Phyllocladane diterpenoids,Kaurane diterpenoids
23597,286.078726,12.14167,COC1=C(C=C(C=C1)N2C=NC(=NC2=O)OC)OC,Alkaloids,Anthranilic acid alkaloids,Pyridine alkaloids,Anisoles
23599,455.3518309,12.142163,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1=C)C)C(=O)O,Terpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids
23603,273.1849804,12.14434,CC1=CC2=C(C=C1O)C3(CCCC(C3CC2)(C)C)C=O,Terpenoids,Meroterpenoids,Cannabinoids,Benzenediols
23611,301.179901,12.146152,CC1=C2C3CCC4(C(C3CCC2=CC(=C1O)O)CCC4=O)C,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
23616,437.3414455,12.146905,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C=CC(=O)C5(C)C)C)C)C=O,Terpenoids,Triterpenoids,Lupane triterpenoids,Triterpenoids
23617,289.1804316,12.147586,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)O)O,Terpenoids,Steroids,Estrane steroids,Estrogens and derivatives
23618,191.1791774,12.147784,CC1=CCC(C=CCC=CCC1)(C)C,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Prenol lipids
23619,459.1649776,12.147971,COC1=CC(=CC(=C1OC)OC)C=CC(=O)OC(=O)C=CC2=CC(=C(C(=C2)OC)OC)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,Rotenoids
23622,423.2350363,12.15059,CC1=CC2C(CC1)C(CCC2C(C)(C)OC3C(C(C(C(O3)CO)O)O)O)(C)O,Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids,Sesquiterpenoids
23624,313.1781876,12.150817,NA,Alkaloids,Tryptophan alkaloids,Pyridine alkaloids,Benzimidazoles
23628,275.277479,12.152658,NA,Alkaloids,Ornithine alkaloids,Polyamines,Biguanides
23632,545.1964931,12.154834,C1=CC(=CC=C1C(=O)NC(CCC(=O)CCCCN=[N+]=[N-])C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Alkaloids,Pseudoalkaloids,Azo and Azoxy alkaloids,Amino acids
23633,254.2480887,12.15535,CCCCCCCCCCCC(=O)N1CCCC1,Fatty acids,Fatty amides,N-acyl amines,Straight chain fatty acids
23637,778.3302163,12.157812,NA,Carbohydrates,Polyols,Amino cyclitols,2-deoxystreptamine aminoglycosides
23638,361.234319,12.158901,CCCCCC(C=CC1CCC(C1CC=CCCCC(=O)O)O)O,Fatty acids,Eicosanoids,Prostaglandins,Eicosanoids
23642,159.1163412,12.161083,CC1=CC=C(C=C1)C(C=C)C=C,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,Azulenes
23646,275.2760288,12.161858,CCCCCCCCC#CCCCCCCCCC#C,Fatty acids,Fatty acyls,Hydrocarbons,Alkatetraenes
23648,315.0858702,12.164371,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,6-O-methylated flavonoids
23652,313.1796694,12.165478,CC(C)C1=C(C2=C(C=C1)C3(CCC4=C(C3CC2)COC4=O)C)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpene lactones
23656,345.2055795,12.167134,CCCCCC1=C(C(=O)C(=C(C1=O)O)C2C=C(CCC2C(=C)C)C)O,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Diterpenoids
23659,301.2160984,12.168815,CC12CCCC(C1CCC34C2CC(C(C3)(CC4)CO)O)(C)C(=O)O,Terpenoids,Diterpenoids,Kaurane and Phyllocladane diterpenoids,Kaurane diterpenoids
23661,201.1635987,12.169239,CC1C(=C)CCC(=C)C(=C1C=CC=C)C,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,Guaianes
23666,237.1846051,12.17229,CC1C(CCC(=C)C2CC(C2CC1=O)(C)C)O,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Prenol lipids
23668,333.2054969,12.173194,CC(=C1CCC2(C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)O)C=O,Terpenoids,Diterpenoids,Podocarpane diterpenoids,Diterpenoids
23670,325.0710953,12.174067,COC(=O)C1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)C(=O)OC,Shikimates and Phenylpropanoids,Flavonoids,Simple coumarins,1-benzopyrans
23674,259.1676701,12.175578,CC(=CC(=C(CC=C)C=C(C)C(=O)C)C)C(=O)C=C,Terpenoids,Sesquiterpenoids,Podocarpane diterpenoids,1-hydroxy-2-unsubstituted benzenoids
23684,259.1328711,12.1791935,CC1=CC(=C(C2=C1C=C(C(=C2)C=O)O)C(C)C)OC,Terpenoids,Coumarins,Simple coumarins,Coumarins and derivatives
23690,425.2486032,12.182883,CC1CC(CC2(C1CC(CC2)C(C)(C)OC3C(C(C(C(O3)CO)O)O)O)C)O,Terpenoids,Sesquiterpenoids,Megastigmanes,Terpene glycosides
23691,301.1783205,12.18315,CC(=O)C1=C(C=C2C(=C1)C(=O)CC3C2(CCCC3(C)C)C)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpene lactones
23704,203.1795126,12.188158,CC1=CCCC(=C)C=CC(=C(C)C)CC1,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Sesquiterpenoids
23714,453.3362358,12.1957,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C=CC(=O)C5(C)C)C)C)C(=O)O,Terpenoids,Triterpenoids,Lupane triterpenoids,Triterpenoids
23722,287.2372779,12.19805,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Retinoids
23723,355.1874532,12.198759,CC(=C1CCC2(C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)O)C=O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
23724,219.1743891,12.198951,CC1CC(=O)C(=C(C)C)CC2=C(CCC12)C,Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids,Sesquiterpenoids
23727,357.2032399,12.200478,CC1CCC2(C(C1(C)CCC(=CC(=O)O)C(=O)O)CCC=C2C)C,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpene lactones
